Id,Title,CCLI,Themes,Notes,Last Scheduled Date,Song Tag 1,Arrangement 1 Name,Arrangement 1 BPM,Arrangement 1 Length,Arrangement 1 Notes,Arrangement 1 Keys,Arrangement 1 Chord Chart,Arrangement 1 Chord Chart Key,Arrangement 1 Tag 1,Arrangement 1 Tag 2,Arrangement 2 Name,Arrangement 2 BPM,Arrangement 2 Length,Arrangement 2 Notes,Arrangement 2 Keys,Arrangement 2 Chord Chart,Arrangement 2 Chord Chart Key,Arrangement 2 Tag 1,Arrangement 2 Tag 2
27641002,Praise You Anywhere,7219772,"Faith, Faithfulness, Perseverance, Praise, Trust",,17-Aug-25,,Brandon Lake,108,213,,"A, G","Verse 1

Sometimes you’ve gotta dance through the darkness
Sing through the fire
Praise when it don’t make sense
Sometimes you’ve gotta stare down the giant
Worship from the lion’s den
Sometimes you’ve gotta shout it from the mountain
Louder in the valley
Trusting that He’s gonna get you there
Sometimes you’ve gotta welcome the wonder
Wait for the answer
Worship with your hands in the air
I’ll praise You anywhere

Chorus 1

Praise
Give Him praise
Give Him praise
In the highest
Praise
Give Him praise
Give Him praise
In the highest
He is worthy
Yes He is worthy of all of the praise

Verse 2

Sometimes you’ve gotta praise in the prison
Cry out to heaven
Shout it ‘til the doors swing wide
Sometimes you’ve gotta stand on your shackles
Brave in the battle
Worship with your hands held high
I’ll praise You anywhere

Bridge 1

Faithful all my life
Blessings day and night
Countless reasons why
I’ll praise You anywhere
Every promise kept
Goodness every step
Each and every breath
I’ll praise You anywhere

Ending 1

I'll praise You anywhere",G,,,,,,,,,,,
26071217,Raise A Hallelujah,7119315,,,19-Jan-25,,Bethel Music,82,465,,"C, D, Db, G",,,,,,,,,,,,,
26071222,Reign Above It All,7134098,,,06-Jul-25,,Bethel Music,74,347,,"A, G",,,,,,,,,,,,,
25298268,Reigning,,,,03-Dec-23,,Jeremy Riddle,100,291,,"A, C",,,,,,,,,,,,,
26071234,Shout To The Lord,1406918,"im forgiven, Mighty, Shelter, Saviour, Promise, Jesus, , Majesty, God's Attributes, Comfort, Praise, Power",,15-Jun-25,,Lifeway Worship,76,260,,"Ab, C, G",,,,,,,,,,,,,
24991400,Sing His Praise Again,7148549,,,06-Jul-25,,Bethel Music,66,378,,"A, Ab, Bb, C, G","Verse 1

Oh the weight of His glory
Oh the wonder of His grace
The power of salvation
Oh that pulled me from the grave
This hope is not empty and forever He will reign
And He won’t be put to shame

Chorus 1

Oh my soul sing to the God of the ages
Sing to the Lord of creation
Sing His praise again
Oh my soul sing like the heavens are waiting
Roar like an army of angels
Sing His praise again

Verse 2

From the moment of rescue I have never been the same
When His love took me captive
And my sin was washed away
Now I stand here forgiven and I know that I am saved
And I won’t be put to shame

Misc 1

Remember how our God has never failed
Never failed us
Remember that His name will make a way
He’ll make a way
From the cross to the grave
He is risen and He reigns
Praise the Lord and sing His praise again

Misc 2

Sing His praise again oh
Sing His praise again oh

Misc 3

Sing His praise again",G,,,,,,,,,,,
26146765,The Lion And The Lamb,7038281,,,28-Apr-24,,Default Arrangement,,0,,C,"Verse 1

He's coming on the clouds
Kings and kingdoms will bow down
And every chain will break
As broken hearts declare His praise
For who can stop the Lord Almighty

Chorus 1

Our God is the Lion
The Lion of Judah
He's roaring with power
And fighting our battles
And every knee will bow before Him
Our God is the Lamb
The Lamb that was slain
For the sins of the world
His blood breaks the chains
And every knee will bow before the Lion and the Lamb
Every knee will bow before Him

Verse 2

So open up the gates
Make way before the King of kings
The God who comes to save
Is here to set the captives free
For who can stop the Lord Almighty

Misc 1

Who can stop the Lord Almighty
Who can stop the Lord (Almighty)",C,,,,,,,,,,,
26071255,The Stand,4705248,"Lordship, music stand, new covenant, provisin, serving, the body of christ, Discipleship, Service, , Provision, Kingship, Faithfulness, Promise, Surrender, Cross, Christmas, Salvation",,01-Jun-25,,Hillsong United,71,625,,"A, C",,,,,,,,,,,,,
24991409,This Is Amazing Grace,6333821,"Kingship, Worthiness, Grace",,20-Apr-25,,Bethel Music,99,448,,"A, Ab, Bb, C, G","Verse 1

Who breaks the power of sin and darkness
Whose love is mighty and so much stronger
The King of Glory the King above all kings

Verse 2

Who shakes the whole earth with holy thunder
And leaves us breathless in awe and wonder
The King of Glory the King above all kings

Chorus 1

(Yeah) (Oh) This is amazing grace
This is unfailing love
That You would take my place
That You would bear my cross
You laid down Your life
That I would be set free
Oh Jesus I sing for all that You've done for me

Verse 3

Who brings our chaos back into order
Who makes the orphan a son and daughter
The King of Glory the King of Glory

Verse 4

Who rules the nations with truth and justice
Shines like the sun in all of its brilliance
The King of Glory the King above all kings

Misc 1

Worthy is the Lamb who was slain
Worthy is the King who conquered the grave
Worthy is the Lamb who was slain
Worthy is the King who conquered the grave
Worthy is the Lamb who was slain
Worthy is the King who conquered the grave
Worthy is the Lamb who was slain
Worthy worthy worthy",C,,,,,,,,,,,
26187754,This Is The Air I Breathe,,,,05-May-24,,UPPERROOM,63,601,,C,,C,,,,,,,,,,,
24878087,To Our God,6227023,"Adoration, Praise",,18-Aug-24,,Bethel Music,74,418,,"A, Ab, G",,A,,,,,,,,,,,
26071208,Tremble,7065049,"Comfort, Jesus, Peace, Praise",,06-Oct-24,,Mosaic MSC,74,314,,"C, G","Verse 1

Peace bring it all to peace
The storms surrounding me
Let it break at Your name

Verse 2

Still call the sea to still
The rage in me to still
Every wave at Your name

Chorus 1

Jesus Jesus You make the darkness tremble
Jesus Jesus You silence fear
Jesus Jesus You make the darkness tremble
Jesus Jesus

Verse 3

Breathe call these bones to live
Call these lungs to sing
Once again I will praise

Misc 1

Your name is a light that the shadows can't deny
Your name cannot be overcome
Your name is alive forever lifted high
Your name cannot be overcome",C,,,,,,,,,,,
26071220,Way Maker,7115744,,,16-Mar-25,,Leeland,68,495,,"C, E",,,,,,,,,,,,,
26624002,We Crown You,7211875,,,,,Jeremy Riddle,73.5,442,,"A, C","Verse 1

To the One who wore
A crown of thorns
To the One who took
The lash and scourge
For the hands and feet
That were pierced by nails
For the sacrifice
That has torn the veil

Chorus 1

(Yes) (And) We crown You
(And) We fall face down (and) we worship
We all cry out You are worthy God
You are worthy God
(REPEAT)

Verse 2

To the One who gave
His very life away
Who took upon Himself
All our guilt and shame
Hanging on a cross
For the world He loved
And with His precious blood
Purchased men for God

Misc 1

To the One who endured
All the shame of the cross
To the Lamb who was slain
As atonement for us
To the Son who overcame
All the power of death we praise
For the stripes for the wounds
For the beating You bore
For the tears for the blood
That was willingly poured
For the merciful wonderful majesty of Your love
(REPEAT)

Chorus 2

(And) We crown You (and) we fall face down
And we worship we all cry out
You are worthy God You are worthy God
And we crown You we fall face down
And we worship we all cry out
You are worthy God You are worthy Lord",C,,,,,,,,,,,
26071267,We Make Space,7174011,"Commitment, Devotion, Submission, Surrender",,,,Jonathan David and Melissa Helser,116,778,,E,,,,,,,,,,,,,
25298251,What A Beautiful Name,7068424,,,20-Apr-25,,Hillsong Worship,68,335,,"A, C, G",,G,,,,,,,,,,,
26103157,Wide As The Sky,7000697,"His Name, Exaltation, Adoration",,,,Matt Redman,75,315,,Bb,"Chorus 1

Hands up hearts open wide as the sky
We lift You high we lift You high
Hands up hearts open wide as we cry
God we lift Your name high
(REPEAT)

Verse 1

(We sing) Let all the other names fade away
Let all the other names fade away
Until there's only You
Let all the other names fade away
Jesus take Your place
Jesus take Your place
(REPEAT)

Misc 1

Our God we lift You high we lift You high
Hands up God we lift Your name high
Our God we lift You high we lift You high
Hands up God we lift Your name high
(REPEAT)",Bb,,,,,,,,,,,
25183937,Worthy,7111931,,,19-Jan-25,,Elevation Worship,68,377,,"A, Bb, C",,Bb,,,,,,,,,,,
26103205,Worthy Of It All,6280644,"God Incarnate, Worthiness",,16-Jun-24,,Default Arrangement,,0,,"A, Bb, C, G","Verse 1

All the saints and angels
They bow before Your throne
All the elders cast their crowns
Before the Lamb of God and sing

Chorus 1

You are worthy of it all
You are worthy of it all
For from You are all things
And to You are all things
You deserve the glory

Misc 1

Singing oh oh oh oh oh

Misc 2

Day and night night and day let incense arise
Day and night night and day let incense arise
Day and night night and day let incense arise
Day and night night and day let incense arise
(REPEAT)

Misc 3

Oh oh oh oh
(REPEAT)",G,,,,,,,,,,,
25434401,Yeshua,,,,06-Oct-24,,UPPERROOM,66,0,,"C, D","
Verse
My be-[Am]loved is the most [F]beautiful

Among [C]thousands and [G]thousands

Chorus
Ye-[F]sh - u - a
[F]Ah - [G]a - [Am]a 
Ah - a - [Em]a ",C,,,,,,,,,,,
26071190,You Are Good,5191806,"Presence, Singing, , Praise",,14-Jul-24,,Bethel Music,144,270,,"A, Bb, C",,A,,,,,,,,,,,
28345349,You Are Holy (Isaiah 6),5212125,"Holiness, Praise",,14-Jun-25,,Jesus Image,68,401,,G,"Verse 1

I saw the Lord seated on His throne
He was clothed in glory exalted high
And the train of His robe filled the temple
The angels circled 'round Him and cried

Chorus 1

You are holy oh so holy
You are holy Lord of all
(REPEAT)

Verse 2

And woe is me for I'm unclean
For my eyes have seen the holy King
And He cleansed my lips right before I died
And the pillars shook as the angels cried",G,,,,,,,,,,,
26071229,You're Worthy Of My Praise,487976,", Trust, Service, Servanthood, Adoration, Worship, Communion, Praise",,17-Aug-25,,Lifeway Worship,92,216,,"A, C, F, G",,,,,,,,,,,,,
